UniprotAccession	Organism	Kingdom	ProteinLength	SPPosition
Q01151	Homo sapiens	Metazoa	205
Q02083	Homo sapiens	Metazoa	359
Q02747	Homo sapiens	Metazoa	115
Q03405	Homo sapiens	Metazoa	335
Q04756	Homo sapiens	Metazoa	655
Q13162	Homo sapiens	Metazoa	271
Q14392	Homo sapiens	Metazoa	662
Q14520	Homo sapiens	Metazoa	560
Q14802	Homo sapiens	Metazoa	87
Q15582	Homo sapiens	Metazoa	683
Q15848	Homo sapiens	Metazoa	244
Q16270	Homo sapiens	Metazoa	282
Q16568	Homo sapiens	Metazoa	116
Q16627	Homo sapiens	Metazoa	93
Q30154	Homo sapiens	Metazoa	266
Q5ZPR3	Homo sapiens	Metazoa	534
Q6UW88	Homo sapiens	Metazoa	154
Q6UX27	Homo sapiens	Metazoa	236
Q6UXD5	Homo sapiens	Metazoa	910
Q6WN34	Homo sapiens	Metazoa	429
Q7L513	Homo sapiens	Metazoa	359
Q86WA6	Homo sapiens	Metazoa	291
Q86YD3	Homo sapiens	Metazoa	366
Q86YL7	Homo sapiens	Metazoa	162
Q8IUH8	Homo sapiens	Metazoa	684
Q8N126	Homo sapiens	Metazoa	398
Q8N474	Homo sapiens	Metazoa	314
Q8NBI3	Homo sapiens	Metazoa	349
Q92563	Homo sapiens	Metazoa	424
Q92956	Homo sapiens	Metazoa	283
Q969N2	Homo sapiens	Metazoa	578
Q96FE7	Homo sapiens	Metazoa	263
Q96PD5	Homo sapiens	Metazoa	576
Q99467	Homo sapiens	Metazoa	661
Q9BQ51	Homo sapiens	Metazoa	273
Q9BYZ8	Homo sapiens	Metazoa	158
Q9GZV9	Homo sapiens	Metazoa	251
Q9GZX6	Homo sapiens	Metazoa	179
Q9H1E1	Homo sapiens	Metazoa	156
Q9H293	Homo sapiens	Metazoa	177
Q9NWM8	Homo sapiens	Metazoa	211
Q9P121	Homo sapiens	Metazoa	344
Q9UBP4	Homo sapiens	Metazoa	350
Q9UK23	Homo sapiens	Metazoa	515
Q9Y2I2	Homo sapiens	Metazoa	539
Q9Y5C1	Homo sapiens	Metazoa	460
Q9Y5Q6	Homo sapiens	Metazoa	135
Q9Y653	Homo sapiens	Metazoa	693
Q9Y6C2	Homo sapiens	Metazoa	1016
O00175	Homo sapiens	Metazoa	119
O00585	Homo sapiens	Metazoa	134
O00602	Homo sapiens	Metazoa	326
O14625	Homo sapiens	Metazoa	94
O14773	Homo sapiens	Metazoa	563
O15455	Homo sapiens	Metazoa	904
O15467	Homo sapiens	Metazoa	120
O60602	Homo sapiens	Metazoa	858
O60931	Homo sapiens	Metazoa	367
O95711	Homo sapiens	Metazoa	162
P00738	Homo sapiens	Metazoa	406
P00750	Homo sapiens	Metazoa	562
P00751	Homo sapiens	Metazoa	764
P01037	Homo sapiens	Metazoa	141
P01178	Homo sapiens	Metazoa	125
P01242	Homo sapiens	Metazoa	217
P01568	Homo sapiens	Metazoa	189
P01570	Homo sapiens	Metazoa	189
P01593	Homo sapiens	Metazoa	117
P01594	Homo sapiens	Metazoa	117
P01730	Homo sapiens	Metazoa	458
P01903	Homo sapiens	Metazoa	254
P02462	Homo sapiens	Metazoa	1669
P02654	Homo sapiens	Metazoa	83
P02671	Homo sapiens	Metazoa	866
P02766	Homo sapiens	Metazoa	147
P03971	Homo sapiens	Metazoa	560
P04439	Homo sapiens	Metazoa	365
P05014	Homo sapiens	Metazoa	189
P05067	Homo sapiens	Metazoa	770
P05164	Homo sapiens	Metazoa	745
P05305	Homo sapiens	Metazoa	212
P06312	Homo sapiens	Metazoa	121
P07098	Homo sapiens	Metazoa	398
P07237	Homo sapiens	Metazoa	508
P08174	Homo sapiens	Metazoa	381
P08833	Homo sapiens	Metazoa	259
P08842	Homo sapiens	Metazoa	583
P09237	Homo sapiens	Metazoa	267
P0DJD7	Homo sapiens	Metazoa	388
P0DML3	Homo sapiens	Metazoa	217
P10145	Homo sapiens	Metazoa	99
P10745	Homo sapiens	Metazoa	1247
P11684	Homo sapiens	Metazoa	91
P11912	Homo sapiens	Metazoa	226
P12273	Homo sapiens	Metazoa	146
P12318	Homo sapiens	Metazoa	317
P12821	Homo sapiens	Metazoa	1306
P13385	Homo sapiens	Metazoa	188
P14384	Homo sapiens	Metazoa	443
P14770	Homo sapiens	Metazoa	177
P15086	Homo sapiens	Metazoa	417
P15289	Homo sapiens	Metazoa	507
P15309	Homo sapiens	Metazoa	386
P15515	Homo sapiens	Metazoa	57
P19801	Homo sapiens	Metazoa	751
P19876	Homo sapiens	Metazoa	107
P19957	Homo sapiens	Metazoa	117
P20160	Homo sapiens	Metazoa	251
P20702	Homo sapiens	Metazoa	1163
P20774	Homo sapiens	Metazoa	298
P21781	Homo sapiens	Metazoa	194
P22692	Homo sapiens	Metazoa	258
P24855	Homo sapiens	Metazoa	282
P26006	Homo sapiens	Metazoa	1051
P26842	Homo sapiens	Metazoa	260
P31358	Homo sapiens	Metazoa	61
P33681	Homo sapiens	Metazoa	288
P35590	Homo sapiens	Metazoa	1138
P35625	Homo sapiens	Metazoa	211
P36980	Homo sapiens	Metazoa	270
P41271	Homo sapiens	Metazoa	181
P43307	Homo sapiens	Metazoa	286
P43652	Homo sapiens	Metazoa	599
P48740	Homo sapiens	Metazoa	699
P49862	Homo sapiens	Metazoa	253
P51654	Homo sapiens	Metazoa	580
P55058	Homo sapiens	Metazoa	493
P55145	Homo sapiens	Metazoa	182
P59665	Homo sapiens	Metazoa	94
P80162	Homo sapiens	Metazoa	114
Q02809	Homo sapiens	Metazoa	727
Q07325	Homo sapiens	Metazoa	125
Q13007	Homo sapiens	Metazoa	206
Q13421	Homo sapiens	Metazoa	630
Q13433	Homo sapiens	Metazoa	755
Q13683	Homo sapiens	Metazoa	1181
Q14112	Homo sapiens	Metazoa	1375
Q15399	Homo sapiens	Metazoa	786
Q16674	Homo sapiens	Metazoa	131
Q6UWI2	Homo sapiens	Metazoa	310
Q6UWK7	Homo sapiens	Metazoa	81
Q6UWL6	Homo sapiens	Metazoa	708
Q6UWN5	Homo sapiens	Metazoa	251
Q6X4U4	Homo sapiens	Metazoa	206
Q6ZSA7	Homo sapiens	Metazoa	298
Q86Y34	Homo sapiens	Metazoa	549
Q8NAC3	Homo sapiens	Metazoa	791
Q8NBK3	Homo sapiens	Metazoa	374
Q8NCC3	Homo sapiens	Metazoa	412
Q8WWA0	Homo sapiens	Metazoa	313
Q969J5	Homo sapiens	Metazoa	263
Q96DR8	Homo sapiens	Metazoa	90
Q96DU3	Homo sapiens	Metazoa	332
Q96RQ9	Homo sapiens	Metazoa	567
Q99616	Homo sapiens	Metazoa	98
Q99944	Homo sapiens	Metazoa	293
Q9BXI9	Homo sapiens	Metazoa	278
Q9BZW8	Homo sapiens	Metazoa	370
Q9GZM7	Homo sapiens	Metazoa	467
Q9GZZ8	Homo sapiens	Metazoa	138
Q9H1M4	Homo sapiens	Metazoa	99
Q9H7M9	Homo sapiens	Metazoa	311
Q9NR61	Homo sapiens	Metazoa	685
Q9NZV1	Homo sapiens	Metazoa	1036
Q9UBT3	Homo sapiens	Metazoa	224
Q9UBU3	Homo sapiens	Metazoa	117
Q9UK55	Homo sapiens	Metazoa	444
Q9Y4X3	Homo sapiens	Metazoa	112
Q9Y5H9	Homo sapiens	Metazoa	948
O00626	Homo sapiens	Metazoa	93
O43852	Homo sapiens	Metazoa	315
O75556	Homo sapiens	Metazoa	95
O75636	Homo sapiens	Metazoa	299
O95813	Homo sapiens	Metazoa	267
O95866	Homo sapiens	Metazoa	241
O95967	Homo sapiens	Metazoa	443
O95994	Homo sapiens	Metazoa	175
O95998	Homo sapiens	Metazoa	194
P00533	Homo sapiens	Metazoa	1210
P00747	Homo sapiens	Metazoa	810
P00748	Homo sapiens	Metazoa	615
P00749	Homo sapiens	Metazoa	431
P00995	Homo sapiens	Metazoa	79
P01023	Homo sapiens	Metazoa	1474
P01034	Homo sapiens	Metazoa	146
P01036	Homo sapiens	Metazoa	141
P01189	Homo sapiens	Metazoa	267
P01225	Homo sapiens	Metazoa	129
P01229	Homo sapiens	Metazoa	141
P01236	Homo sapiens	Metazoa	227
P01241	Homo sapiens	Metazoa	217
P01563	Homo sapiens	Metazoa	188
P01567	Homo sapiens	Metazoa	189
P01619	Homo sapiens	Metazoa	116
P01699	Homo sapiens	Metazoa	117
P01700	Homo sapiens	Metazoa	117
P01742	Homo sapiens	Metazoa	117
P01780	Homo sapiens	Metazoa	117
P01814	Homo sapiens	Metazoa	119
P01817	Homo sapiens	Metazoa	119
P01833	Homo sapiens	Metazoa	764
P02647	Homo sapiens	Metazoa	267
P02652	Homo sapiens	Metazoa	100
P02708	Homo sapiens	Metazoa	457
P02724	Homo sapiens	Metazoa	150
P02749	Homo sapiens	Metazoa	345
P02778	Homo sapiens	Metazoa	98
P02790	Homo sapiens	Metazoa	462
P03973	Homo sapiens	Metazoa	132
P04217	Homo sapiens	Metazoa	495
P04280	Homo sapiens	Metazoa	392
P05060	Homo sapiens	Metazoa	677
P05090	Homo sapiens	Metazoa	189
P05155	Homo sapiens	Metazoa	500
P05187	Homo sapiens	Metazoa	535
P05231	Homo sapiens	Metazoa	212
P05543	Homo sapiens	Metazoa	415
P06213	Homo sapiens	Metazoa	1382
P06681	Homo sapiens	Metazoa	752
P06727	Homo sapiens	Metazoa	396
P06858	Homo sapiens	Metazoa	475
P08236	Homo sapiens	Metazoa	651
P08582	Homo sapiens	Metazoa	738
P08603	Homo sapiens	Metazoa	1231
P08697	Homo sapiens	Metazoa	491
P09341	Homo sapiens	Metazoa	107
P09619	Homo sapiens	Metazoa	1106
P0DJD9	Homo sapiens	Metazoa	388
P0DJI8	Homo sapiens	Metazoa	122
P10144	Homo sapiens	Metazoa	247
P12319	Homo sapiens	Metazoa	257
P12724	Homo sapiens	Metazoa	160
P13224	Homo sapiens	Metazoa	206
P13598	Homo sapiens	Metazoa	275
P13612	Homo sapiens	Metazoa	1032
P13725	Homo sapiens	Metazoa	252
P13727	Homo sapiens	Metazoa	222
P14210	Homo sapiens	Metazoa	728
P14314	Homo sapiens	Metazoa	528
P14780	Homo sapiens	Metazoa	707
P15516	Homo sapiens	Metazoa	51
P16035	Homo sapiens	Metazoa	220
P16619	Homo sapiens	Metazoa	93
P17936	Homo sapiens	Metazoa	291
P17948	Homo sapiens	Metazoa	1338
P20827	Homo sapiens	Metazoa	205
P22301	Homo sapiens	Metazoa	178
P22362	Homo sapiens	Metazoa	96
P23141	Homo sapiens	Metazoa	567
P23142	Homo sapiens	Metazoa	703
P23284	Homo sapiens	Metazoa	216
P23515	Homo sapiens	Metazoa	440
P25942	Homo sapiens	Metazoa	277
P27797	Homo sapiens	Metazoa	417
P28325	Homo sapiens	Metazoa	142
P29460	Homo sapiens	Metazoa	328
P30040	Homo sapiens	Metazoa	261
P35052	Homo sapiens	Metazoa	558
P35916	Homo sapiens	Metazoa	1363
P40199	Homo sapiens	Metazoa	344
P40967	Homo sapiens	Metazoa	661
P54107	Homo sapiens	Metazoa	249
P54762	Homo sapiens	Metazoa	984
P61769	Homo sapiens	Metazoa	119
P80370	Homo sapiens	Metazoa	383
P80748	Homo sapiens	Metazoa	117
P98172	Homo sapiens	Metazoa	346
Q02246	Homo sapiens	Metazoa	1040
Q08830	Homo sapiens	Metazoa	312
Q13478	Homo sapiens	Metazoa	541
Q15465	Homo sapiens	Metazoa	462
Q15762	Homo sapiens	Metazoa	336
Q16790	Homo sapiens	Metazoa	459
Q6UWV6	Homo sapiens	Metazoa	458
Q6UWY2	Homo sapiens	Metazoa	283
Q6UX39	Homo sapiens	Metazoa	209
Q6UX46	Homo sapiens	Metazoa	152
Q6UXG3	Homo sapiens	Metazoa	332
Q6UXH1	Homo sapiens	Metazoa	353
Q6UXL0	Homo sapiens	Metazoa	311
Q7Z5A7	Homo sapiens	Metazoa	132
Q86T13	Homo sapiens	Metazoa	490
Q86Y78	Homo sapiens	Metazoa	171
Q86YT9	Homo sapiens	Metazoa	394
Q8N4F0	Homo sapiens	Metazoa	458
Q8N6C8	Homo sapiens	Metazoa	439
Q8NBJ9	Homo sapiens	Metazoa	832
Q8NBL1	Homo sapiens	Metazoa	392
Q8NI17	Homo sapiens	Metazoa	732
Q8TCT7	Homo sapiens	Metazoa	592
Q8WXF3	Homo sapiens	Metazoa	142
Q96HF1	Homo sapiens	Metazoa	295
Q96PD4	Homo sapiens	Metazoa	163
Q99217	Homo sapiens	Metazoa	191
Q99972	Homo sapiens	Metazoa	504
Q9BZM5	Homo sapiens	Metazoa	246
Q9H3T3	Homo sapiens	Metazoa	888
Q9H9K5	Homo sapiens	Metazoa	563
Q9HC23	Homo sapiens	Metazoa	129
Q9NPF0	Homo sapiens	Metazoa	282
Q9NPG1	Homo sapiens	Metazoa	666
Q9NR16	Homo sapiens	Metazoa	1453
Q9NYY1	Homo sapiens	Metazoa	176
Q9UBD3	Homo sapiens	Metazoa	114
Q9UIB8	Homo sapiens	Metazoa	345
Q9UKY0	Homo sapiens	Metazoa	176
Q9Y240	Homo sapiens	Metazoa	323
Q9Y5U5	Homo sapiens	Metazoa	241
O14791	Homo sapiens	Metazoa	398
O14798	Homo sapiens	Metazoa	259
O60565	Homo sapiens	Metazoa	184
O76076	Homo sapiens	Metazoa	250
O95633	Homo sapiens	Metazoa	263
P00709	Homo sapiens	Metazoa	142
P01008	Homo sapiens	Metazoa	464
P01009	Homo sapiens	Metazoa	418
P01019	Homo sapiens	Metazoa	476
P01033	Homo sapiens	Metazoa	207
P01042	Homo sapiens	Metazoa	644
P01148	Homo sapiens	Metazoa	92
P01222	Homo sapiens	Metazoa	138
P01344	Homo sapiens	Metazoa	180
P01588	Homo sapiens	Metazoa	193
P01768	Homo sapiens	Metazoa	117
P01911	Homo sapiens	Metazoa	266
P01920	Homo sapiens	Metazoa	261
P02656	Homo sapiens	Metazoa	99
P02741	Homo sapiens	Metazoa	224
P02746	Homo sapiens	Metazoa	253
P02751	Homo sapiens	Metazoa	2477
P02760	Homo sapiens	Metazoa	352
P02763	Homo sapiens	Metazoa	201
P02765	Homo sapiens	Metazoa	367
P02775	Homo sapiens	Metazoa	128
P02787	Homo sapiens	Metazoa	698
P02788	Homo sapiens	Metazoa	710
P02808	Homo sapiens	Metazoa	62
P04004	Homo sapiens	Metazoa	478
P04196	Homo sapiens	Metazoa	525
P05113	Homo sapiens	Metazoa	134
P05408	Homo sapiens	Metazoa	212
P07477	Homo sapiens	Metazoa	247
P07602	Homo sapiens	Metazoa	524
P08069	Homo sapiens	Metazoa	1367
P08118	Homo sapiens	Metazoa	114
P08514	Homo sapiens	Metazoa	1039
P09228	Homo sapiens	Metazoa	141
P09871	Homo sapiens	Metazoa	688
P09923	Homo sapiens	Metazoa	528
P0DJD8	Homo sapiens	Metazoa	388
P0DJI9	Homo sapiens	Metazoa	122
P10163	Homo sapiens	Metazoa	310
P10720	Homo sapiens	Metazoa	104
P11021	Homo sapiens	Metazoa	654
P11150	Homo sapiens	Metazoa	499
P11226	Homo sapiens	Metazoa	248
P13987	Homo sapiens	Metazoa	128
P14091	Homo sapiens	Metazoa	396
P14209	Homo sapiens	Metazoa	185
P15018	Homo sapiens	Metazoa	202
P15085	Homo sapiens	Metazoa	419
P16144	Homo sapiens	Metazoa	1822
P16860	Homo sapiens	Metazoa	134
P17213	Homo sapiens	Metazoa	487
P20062	Homo sapiens	Metazoa	427
P20142	Homo sapiens	Metazoa	388
P21741	Homo sapiens	Metazoa	143
P22748	Homo sapiens	Metazoa	312
P24821	Homo sapiens	Metazoa	2201
P26010	Homo sapiens	Metazoa	798
P28906	Homo sapiens	Metazoa	385
P29320	Homo sapiens	Metazoa	983
P29459	Homo sapiens	Metazoa	219
P30101	Homo sapiens	Metazoa	505
P31025	Homo sapiens	Metazoa	176
P34096	Homo sapiens	Metazoa	147
P37173	Homo sapiens	Metazoa	567
P38570	Homo sapiens	Metazoa	1179
P43121	Homo sapiens	Metazoa	646
P43626	Homo sapiens	Metazoa	348
P48307	Homo sapiens	Metazoa	235
P48745	Homo sapiens	Metazoa	357
P49755	Homo sapiens	Metazoa	219
P49763	Homo sapiens	Metazoa	221
P51460	Homo sapiens	Metazoa	131
P54803	Homo sapiens	Metazoa	685
P55774	Homo sapiens	Metazoa	89
P56202	Homo sapiens	Metazoa	376
P60568	Homo sapiens	Metazoa	153
P61626	Homo sapiens	Metazoa	148
P61916	Homo sapiens	Metazoa	151
P78556	Homo sapiens	Metazoa	96
Q01638	Homo sapiens	Metazoa	556
Q07092	Homo sapiens	Metazoa	1604
Q07654	Homo sapiens	Metazoa	80
Q08334	Homo sapiens	Metazoa	325
Q14002	Homo sapiens	Metazoa	265
Q14624	Homo sapiens	Metazoa	930
Q15084	Homo sapiens	Metazoa	440
Q16602	Homo sapiens	Metazoa	461
Q5UCC4	Homo sapiens	Metazoa	262
Q6UW56	Homo sapiens	Metazoa	229
Q6UXB8	Homo sapiens	Metazoa	463
Q8IVL8	Homo sapiens	Metazoa	374
Q8NBP7	Homo sapiens	Metazoa	692
Q8NC67	Homo sapiens	Metazoa	525
Q8NHP8	Homo sapiens	Metazoa	589
Q8TD06	Homo sapiens	Metazoa	166
Q8TDQ1	Homo sapiens	Metazoa	290
Q8WUJ3	Homo sapiens	Metazoa	1361
Q92583	Homo sapiens	Metazoa	94
Q92765	Homo sapiens	Metazoa	325
Q95460	Homo sapiens	Metazoa	341
Q969P0	Homo sapiens	Metazoa	613
Q969Z4	Homo sapiens	Metazoa	430
Q96AP7	Homo sapiens	Metazoa	390
Q96BF3	Homo sapiens	Metazoa	282
Q96LA5	Homo sapiens	Metazoa	508
Q99435	Homo sapiens	Metazoa	816
Q99935	Homo sapiens	Metazoa	248
Q99969	Homo sapiens	Metazoa	163
Q9BQB4	Homo sapiens	Metazoa	213
Q9BWV1	Homo sapiens	Metazoa	1114
Q9BX74	Homo sapiens	Metazoa	207
Q9BXJ3	Homo sapiens	Metazoa	329
Q9H5V8	Homo sapiens	Metazoa	836
Q9NPR2	Homo sapiens	Metazoa	837
Q9NQ25	Homo sapiens	Metazoa	335
Q9NRM6	Homo sapiens	Metazoa	502
Q9NS68	Homo sapiens	Metazoa	423
Q9NSA1	Homo sapiens	Metazoa	209
Q9NZ53	Homo sapiens	Metazoa	605
Q9P0V8	Homo sapiens	Metazoa	285
Q9P0W0	Homo sapiens	Metazoa	207
Q9P246	Homo sapiens	Metazoa	746
Q9P2K2	Homo sapiens	Metazoa	825
Q9UBN6	Homo sapiens	Metazoa	386
Q9UNE0	Homo sapiens	Metazoa	448
Q9Y624	Homo sapiens	Metazoa	299
O00206	Homo sapiens	Metazoa	839
O14786	Homo sapiens	Metazoa	923
O15197	Homo sapiens	Metazoa	1021
O43278	Homo sapiens	Metazoa	529
O43291	Homo sapiens	Metazoa	252
O60609	Homo sapiens	Metazoa	400
O60844	Homo sapiens	Metazoa	167
O75462	Homo sapiens	Metazoa	422
O94907	Homo sapiens	Metazoa	266
O95407	Homo sapiens	Metazoa	300
O95715	Homo sapiens	Metazoa	111
O95968	Homo sapiens	Metazoa	90
P00450	Homo sapiens	Metazoa	1065
P00736	Homo sapiens	Metazoa	705
P00797	Homo sapiens	Metazoa	406
P01024	Homo sapiens	Metazoa	1663
P01137	Homo sapiens	Metazoa	390
P01215	Homo sapiens	Metazoa	116
P01303	Homo sapiens	Metazoa	97
P01350	Homo sapiens	Metazoa	101
P01562	Homo sapiens	Metazoa	189
P01591	Homo sapiens	Metazoa	159
P01602	Homo sapiens	Metazoa	117
P01701	Homo sapiens	Metazoa	117
P01704	Homo sapiens	Metazoa	120
P01705	Homo sapiens	Metazoa	113
P01706	Homo sapiens	Metazoa	119
P01709	Homo sapiens	Metazoa	118
P01721	Homo sapiens	Metazoa	117
P01772	Homo sapiens	Metazoa	117
P01889	Homo sapiens	Metazoa	362
P02655	Homo sapiens	Metazoa	101
P02675	Homo sapiens	Metazoa	491
P02750	Homo sapiens	Metazoa	347
P02753	Homo sapiens	Metazoa	201
P02810	Homo sapiens	Metazoa	166
P02814	Homo sapiens	Metazoa	79
P03950	Homo sapiens	Metazoa	147
P04003	Homo sapiens	Metazoa	597
P04054	Homo sapiens	Metazoa	148
P04278	Homo sapiens	Metazoa	402
P05154	Homo sapiens	Metazoa	406
P05160	Homo sapiens	Metazoa	661
P05186	Homo sapiens	Metazoa	524
P05546	Homo sapiens	Metazoa	499
P06276	Homo sapiens	Metazoa	602
P07093	Homo sapiens	Metazoa	398
P07204	Homo sapiens	Metazoa	575
P07288	Homo sapiens	Metazoa	261
P07478	Homo sapiens	Metazoa	247
P08185	Homo sapiens	Metazoa	405
P09486	Homo sapiens	Metazoa	303
P0DML2	Homo sapiens	Metazoa	217
P0DN86	Homo sapiens	Metazoa	165
P10082	Homo sapiens	Metazoa	97
P10124	Homo sapiens	Metazoa	158
P10147	Homo sapiens	Metazoa	92
P11215	Homo sapiens	Metazoa	1152
P11279	Homo sapiens	Metazoa	417
P11717	Homo sapiens	Metazoa	2491
P12314	Homo sapiens	Metazoa	374
P13500	Homo sapiens	Metazoa	99
P13501	Homo sapiens	Metazoa	91
P13611	Homo sapiens	Metazoa	3396
P14555	Homo sapiens	Metazoa	144
P14625	Homo sapiens	Metazoa	803
P15169	Homo sapiens	Metazoa	458
P16444	Homo sapiens	Metazoa	411
P17301	Homo sapiens	Metazoa	1181
P17813	Homo sapiens	Metazoa	658
P18428	Homo sapiens	Metazoa	481
P19320	Homo sapiens	Metazoa	739
P19883	Homo sapiens	Metazoa	344
P20155	Homo sapiens	Metazoa	84
P20333	Homo sapiens	Metazoa	461
P20933	Homo sapiens	Metazoa	346
P21246	Homo sapiens	Metazoa	168
P21754	Homo sapiens	Metazoa	424
P22894	Homo sapiens	Metazoa	467
P23229	Homo sapiens	Metazoa	1130
P25116	Homo sapiens	Metazoa	425
P25311	Homo sapiens	Metazoa	298
P30988	Homo sapiens	Metazoa	474
P32004	Homo sapiens	Metazoa	1257
P34998	Homo sapiens	Metazoa	415
P41222	Homo sapiens	Metazoa	190
P42830	Homo sapiens	Metazoa	114
P49257	Homo sapiens	Metazoa	510
P51688	Homo sapiens	Metazoa	502
P52823	Homo sapiens	Metazoa	247
P53634	Homo sapiens	Metazoa	463
P55083	Homo sapiens	Metazoa	255
P55773	Homo sapiens	Metazoa	120
P55899	Homo sapiens	Metazoa	365
P57087	Homo sapiens	Metazoa	298
P81605	Homo sapiens	Metazoa	110
Q02763	Homo sapiens	Metazoa	1124
Q07011	Homo sapiens	Metazoa	255
Q08380	Homo sapiens	Metazoa	585
Q10588	Homo sapiens	Metazoa	318
Q12841	Homo sapiens	Metazoa	308
Q13145	Homo sapiens	Metazoa	260
Q13231	Homo sapiens	Metazoa	466
Q13445	Homo sapiens	Metazoa	227
Q13651	Homo sapiens	Metazoa	578
Q14210	Homo sapiens	Metazoa	128
Q15768	Homo sapiens	Metazoa	340
Q16552	Homo sapiens	Metazoa	155
Q16663	Homo sapiens	Metazoa	113
Q6E0U4	Homo sapiens	Metazoa	476
Q6UW15	Homo sapiens	Metazoa	175
Q6UX41	Homo sapiens	Metazoa	500
Q6UXB2	Homo sapiens	Metazoa	119
Q8N0W4	Homo sapiens	Metazoa	816
Q8N441	Homo sapiens	Metazoa	504
Q8N6Q3	Homo sapiens	Metazoa	437
Q8N766	Homo sapiens	Metazoa	993
Q8TC27	Homo sapiens	Metazoa	787
Q8TCT8	Homo sapiens	Metazoa	520
Q92643	Homo sapiens	Metazoa	395
Q969H8	Homo sapiens	Metazoa	173
Q96BY9	Homo sapiens	Metazoa	339
Q96F46	Homo sapiens	Metazoa	866
Q96HE7	Homo sapiens	Metazoa	468
Q99519	Homo sapiens	Metazoa	415
Q99538	Homo sapiens	Metazoa	433
Q9BX59	Homo sapiens	Metazoa	468
Q9BX67	Homo sapiens	Metazoa	310
Q9BXJ0	Homo sapiens	Metazoa	243
Q9BXJ7	Homo sapiens	Metazoa	453
Q9BZR6	Homo sapiens	Metazoa	473
Q9H6E4	Homo sapiens	Metazoa	229
Q9HBE5	Homo sapiens	Metazoa	538
Q9NPA0	Homo sapiens	Metazoa	242
